id,user_posted,name,description,date_posted,photos,url,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,external_image_urls,videos,quoted_post
1780154954155434150,GFW███g,墙国蛙███���,"就在昨天，b站主播户晨风直播间遭直球冲塔爆破：“你觉得习是独裁者吗？”

目前，他因“身体不适”，停播三天

投稿By:/ \ /",2024-04-16 08:43:09+00:00,"[""https://pbs.twimg.com/media/GLRhfz-XAAAiNOx.jpg""]",https://x.com/GFWfrog/status/1780154954155434150,,667,522,4506,2723358,,,223937,"学而时习之，墙国404

欢迎私信投稿，视频投稿素材请发邮件: gfwfrog@gmail.com 或Telegram私信机器人@laohu_bot 投稿 万人Telegram群：https://t.co/BbAyHfnObj

Telegram频道：https://t.co/Evu48wmwfT

#世界上最安全的国家",9047,https://pbs.twimg.com/profile_images/1866669545345150976/Lrzp5POA_normal.jpg,1457,false,161,972,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":50457,""video_url"":""https://video.twimg.com/ext_tw_video/1780154911751086080/pu/vid/avc1/720x1280/xnv9H1QVhCSdbssH.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1793820294022660258,Nms███eRe███rch███,熊老大███ 兔友███B🐻███,#兔友迷惑行为,2024-05-24 01:44:20+00:00,"[""https://pbs.twimg.com/media/GOTuDAJaoAAqPT5.jpg""]",https://x.com/NmsleseResearch/status/1793820294022660258,,62,16,724,65102,,"[""兔友迷惑行为""]",11185,推特兔友的迷惑行為收集處（晚安推除外）丨歡迎投稿,22677,https://pbs.twimg.com/profile_images/1866832536816795648/rAEgM1H5_normal.jpg,2557,false,1,13,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1797787855546429621,Tru███edi███3,真相傳媒,至今无人知道他是谁，也不知道他是否活着离开广场，但他一直活在我们心中，激励着无数中华儿女为民主，自由，宪政继续抗争和奋斗。他的回答无疑是我们那一代学子的心声，似乎也成了 #六四 的代名词。,2024-06-04 00:30:00+00:00,,https://x.com/TruthMedia123/status/1797787855546429621,,113,334,1819,98380,,"[""六四""]",234568,傳播真相，匡扶正義良知，回歸中華傳統。 世間總有公道。歡迎投稿爆料！如果推文有錯誤歡迎指正。通過本號私信發送即可。,102643,https://pbs.twimg.com/profile_images/1618727520500850692/SdW0o-cV_normal.jpg,5173,false,18,159,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":6894,""video_url"":""https://video.twimg.com/ext_tw_video/1797166595225378816/pu/vid/avc1/1280x720/boJ21shcSptlnn90.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1800369714662871143,Nms███eRe███rch███,熊老大███ 兔友███B🐻███,#兔友迷惑行为,2024-06-11 03:29:23+00:00,"[""https://pbs.twimg.com/media/GPwytc-bcAA0-6W.jpg""]",https://x.com/NmsleseResearch/status/1800369714662871143,,35,20,590,30286,,"[""兔友迷惑行为""]",11185,推特兔友的迷惑行為收集處（晚安推除外）丨歡迎投稿,22677,https://pbs.twimg.com/profile_images/1866832536816795648/rAEgM1H5_normal.jpg,2557,false,3,16,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1802236576623473129,xin███dia███a,新闻调查,"中共调动所有资源正全网封杀这个视频！
网友配上了英文让这个视频全球疯传！",2024-06-16 07:07:38+00:00,"[""https://pbs.twimg.com/media/GQLUeEiagAAHvw1.jpg"",""https://pbs.twimg.com/media/GQLUeEjaoAAVQXU.jpg""]",https://x.com/xinwendiaocha/status/1802236576623473129,,362,1672,6803,1390919,,,549800,追踪新闻，调查真相！ 投稿、商务合作邮箱：charles811203@gmail.com 蓝天号：https://t.co/jAbho9ANSf,47749,https://pbs.twimg.com/profile_images/1347827975383760896/6aV1UyGk_normal.jpg,62,false,82,1484,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":279868,""video_url"":""https://video.twimg.com/amplify_video/1802236414001811456/vid/avc1/480x944/jfZv60hb7MbRTfE1.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1803252944466485562,xin███dia███a,新闻调查,刚刚，上海地铁无差别捅人，全网封杀！慎入！,2024-06-19 02:26:19+00:00,"[""https://pbs.twimg.com/media/GQZw8cfakAAW8uO.jpg"",""https://pbs.twimg.com/media/GQZw8chaIAMa0qY.jpg""]",https://x.com/xinwendiaocha/status/1803252944466485562,,566,1013,5456,2862398,,,549779,追踪新闻，调查真相！ 投稿、商务合作邮箱：charles811203@gmail.com 蓝天号：https://t.co/jAbho9ANSf,47749,https://pbs.twimg.com/profile_images/1347827975383760896/6aV1UyGk_normal.jpg,62,false,156,1170,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":4345,""video_url"":""https://video.twimg.com/amplify_video/1803252884630564864/vid/avc1/720x1280/kNr0IkIF6pI1vlMW.mp4?tag=16""},{""duration"":2333,""video_url"":""https://video.twimg.com/amplify_video/1803252884638932992/vid/avc1/544x960/3XvCKAAWTJx_Ih91.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1806139531093258466,Cha███rli███24,Mac███ham███lin███,"What a morning, was called by my HS Coach &amp; learned ⁦I was named the 2024 Ohio HS softball catcher of the year!! Thank you ⁦@JohnnyBench_5⁩ #hardworkpaysoff ⁦@coach_crowell⁩ ⁦@mysha_sataraka⁩ ⁦@ABaggetta⁩ ⁦@lexxx_20⁩ ⁦",2024-06-27 01:36:35+00:00,,https://x.com/Chamberlin2024/status/1806139531093258466,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""267560004"",""profile_name"":""Johnny Bench"",""url"":""https://x.com/JohnnyBench_5""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""262428933"",""profile_name"":""Clarisa Crowell"",""url"":""https://x.com/coach_crowell""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1345141729456885761"",""profile_name"":""Mysha Sataraka"",""url"":""https://x.com/mysha_sataraka""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""41133192"",""profile_name"":""Adrianna Baggetta"",""url"":""https://x.com/ABaggetta""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1482112652"",""profile_name"":""Alexis Gallagher"",""url"":""https://x.com/lexxx_20""}]",9,3,86,9270,https://www.mlb.com/press-release/2024-johnny-bench-awards-winners?partnerID=web_article-share,"[""hardworkpaysoff""]",1293,Penn State Softball 🦁 💙 Class of 2028,2739,https://pbs.twimg.com/profile_images/1709288037635575808/IFUcCq74_normal.jpg,900,false,5,0,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1866910384784896001/3vnhde_7?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1806682044581269912,LUO███NGZ███,罗翔,"日本驻华使馆以最高规格礼节降半旗为胡友平女士致哀！
日本政府承诺给予其直系亲属永久居留权，并发放抚恤金！
并发起于2024年6月30日15:00在京都市千代田区神田神保町集英馆1-37-4.2F，为胡女士举行追思哀悼集会！
好搞笑，一个见义勇为的人死在自己的祖国，不让献花，不让集会追思，而日本却在举行！",2024-06-28 13:32:20+00:00,"[""https://pbs.twimg.com/media/GRKfnn_W8AArOdb.jpg"",""https://pbs.twimg.com/media/GRKfnoDXQAAQWzr.jpg""]",https://x.com/LUOXIANGZY/status/1806682044581269912,,211,886,3500,298098,,,303040,爆料邮箱：hshen606@gmail.com， WhatsApp：+1 9298239824。专门爆料各种不平之事！此账号为唯一账号！（免费向国内民运人士提供西班牙非盈利居留办理教程，仅限Whatsapp联系提供帮助资料）！,24240,https://pbs.twimg.com/profile_images/1633516700682395652/gQ_OmRVr_normal.jpg,8053,false,49,210,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":14901,""video_url"":""https://video.twimg.com/ext_tw_video/1806681995428192257/pu/vid/avc1/720x890/T_gZ8KSeZ43HtoIk.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1809172791268348403,sne███xxx███,けんけ███ﾐｹ月███6ab█████████,"とっても下乳が見えるビキニ
#ビキニの日",2024-07-05 10:29:40+00:00,"[""https://pbs.twimg.com/media/GRt5D3qaIAAz0Iy.jpg""]",https://x.com/snexxxxxxx/status/1809172791268348403,,297,1915,31610,1372851,,"[""ビキニの日""]",948415,マイペース 無断転載× DL写真集販売＆ファンティア▶︎ https://t.co/CaFJug08D7 Instagram等▶︎https://t.co/38o0RY1Kqo,40340,https://pbs.twimg.com/profile_images/1811042445549068288/_SQplvKt_normal.jpg,400,false,59,4603,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1814677768350654766,LUO███NGZ███,罗翔,"不愧是中共治下的女人啊，又当又立！
这特么是没碰到狠人，碰到狠人你特么就从热心市民变成美丽冻人了！躺停尸房那种！
谁认识这婊子，给他她爆点料！",2024-07-20 15:04:29+00:00,"[""https://pbs.twimg.com/media/GS8HkdfXIAEPD1P.jpg"",""https://pbs.twimg.com/media/GS8HkdfXsAAV3wD.jpg"",""https://pbs.twimg.com/media/GS8HkdhWQAECfcj.jpg""]",https://x.com/LUOXIANGZY/status/1814677768350654766,,852,531,2609,1404447,,,303040,爆料邮箱：hshen606@gmail.com， WhatsApp：+1 9298239824。专门爆料各种不平之事！此账号为唯一账号！（免费向国内民运人士提供西班牙非盈利居留办理教程，仅限Whatsapp联系提供帮助资料）！,24240,https://pbs.twimg.com/profile_images/1633516700682395652/gQ_OmRVr_normal.jpg,8053,false,67,505,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":243573,""video_url"":""https://video.twimg.com/amplify_video/1814677497855762432/vid/avc1/778x432/P-XWISM7tuZnhk_4.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1815201979192267033,Cha███rli███24,Mac███ham███lin███,Thank you @thealliancefp for the opportunity to play with so many other great athletes!! @oakley @_tiarejennings @PLYRSCollxctive,2024-07-22 01:47:31+00:00,"[""https://pbs.twimg.com/media/GTDkjoAXEAA7vYg.jpg"",""https://pbs.twimg.com/media/GTDkjoAXgAAA3WV.jpg"",""https://pbs.twimg.com/media/GTDkjn-WkAE4nrb.jpg""]",https://x.com/Chamberlin2024/status/1815201979192267033,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1291367288315183106"",""profile_name"":""The Alliance Fastpitch"",""url"":""https://x.com/thealliancefp""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""15069555"",""profile_name"":""Oakley"",""url"":""https://x.com/oakley""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""752177459437580289"",""profile_name"":""Tiare Jennings"",""url"":""https://x.com/_tiarejennings""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1430017499139960832"",""profile_name"":""PlayersCollxctive"",""url"":""https://x.com/PLYRSCollxctive""}]",1,2,63,5042,,,1293,Penn State Softball 🦁 💙 Class of 2028,2739,https://pbs.twimg.com/profile_images/1709288037635575808/IFUcCq74_normal.jpg,900,false,2,0,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":9516,""video_url"":""https://video.twimg.com/ext_tw_video/1815201950511575040/pu/vid/avc1/590x1280/unyZDzDjiuWi-nEV.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1817456059818373296,Tru███edi███3,真相傳媒,"连警察👮‍♀️都来抖音举报了
提问：为什么现在很多人宁愿选择在网上实名举报也不愿意直接报警？
网友回复：因为公安局长自己都在互联网上发帖求救。",2024-07-28 07:04:26+00:00,"[""https://pbs.twimg.com/media/GTjmn-qbQAAbGSZ.jpg""]",https://x.com/TruthMedia123/status/1817456059818373296,,149,448,1509,505266,,,234568,傳播真相，匡扶正義良知，回歸中華傳統。 世間總有公道。歡迎投稿爆料！如果推文有錯誤歡迎指正。通過本號私信發送即可。,102643,https://pbs.twimg.com/profile_images/1618727520500850692/SdW0o-cV_normal.jpg,5173,false,27,314,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":112066,""video_url"":""https://video.twimg.com/ext_tw_video/1817455622339825664/pu/vid/avc1/464x848/dJJ5lFeQdWMnK79p.mp4?tag=12""},{""duration"":122466,""video_url"":""https://video.twimg.com/ext_tw_video/1817455622293684224/pu/vid/avc1/464x848/oCoSm_qGQ4fbd46l.mp4?tag=12""},{""duration"":153966,""video_url"":""https://video.twimg.com/ext_tw_video/1817455622289547264/pu/vid/avc1/464x848/R1sA4WlPxHJSSRLi.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1818486327991468033,Cha███rli███24,Mac███ham███lin███,"Thank you @JohnnyBench_5 for a great day! It’s an honor to win such a prestigious award!
#benchawards",2024-07-31 03:18:21+00:00,"[""https://pbs.twimg.com/media/GTyPrBXWQAAPs9O.jpg""]",https://x.com/Chamberlin2024/status/1818486327991468033,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""267560004"",""profile_name"":""Johnny Bench"",""url"":""https://x.com/JohnnyBench_5""}]",7,10,209,21525,,"[""benchawards""]",1293,Penn State Softball 🦁 💙 Class of 2028,2739,https://pbs.twimg.com/profile_images/1709288037635575808/IFUcCq74_normal.jpg,900,false,6,1,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1831084476539220196,LUO███NGZ███,罗翔,"中共又搞文字狱！
西北大学骂共产党、马克思主义的学生被判刑8年！
给你们讲个笑话：中国是个言论自由的国家！
2024年8月27日，中国陕西西安，西北大学的《马克思主义原理》课上，有学生大喊：“我不信共产主义，我也不喜欢他妈的共产党，学这些傻B理论我很烦！”",2024-09-03 21:38:53+00:00,"[""https://pbs.twimg.com/media/GWlRaVOWwAAZkDG.jpg""]",https://x.com/LUOXIANGZY/status/1831084476539220196,,1557,814,3574,1610328,,,303062,爆料邮箱：hshen606@gmail.com， WhatsApp：+1 9298239824。专门爆料各种不平之事！此账号为唯一账号！（免费向国内民运人士提供西班牙非盈利居留办理教程，仅限Whatsapp联系提供帮助资料）！,24240,https://pbs.twimg.com/profile_images/1633516700682395652/gQ_OmRVr_normal.jpg,8053,false,123,842,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":66100,""video_url"":""https://video.twimg.com/amplify_video/1831084355785039872/vid/avc1/480x636/JqZMlKt29kGyD5AF.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1831121815961534933,xu9███583███,雪柔,"这是被央视掐掉的一段视频，在当晚新闻联播5分多钟的专题报道里，未见播出。 邓小平在接见首都戒严部队军以上干部时的讲话，言语间都透出血腥来。
 六四 #铭记p4",2024-09-04 00:07:16+00:00,,https://x.com/xu96175836/status/1831121815961534933,,323,688,4097,1515268,,"[""铭记p4""]",76661,"一个人的各种品性之中，德行是第一位的。
优良的品性是真正的财富，而衬显这品性的是良好的教养。",7251,https://pbs.twimg.com/profile_images/1690669189856444417/1SYUbSmR_normal.jpg,1497,false,35,1718,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":43235,""video_url"":""https://video.twimg.com/ext_tw_video/1831118589438693376/pu/vid/avc1/656x480/TgK3APKVp4ywXBaD.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
1840692814465642929,GFW███g,墙国蛙███���,"去你妈的国庆！
去你妈的习近平！

#中指革命",2024-09-30 09:59:00+00:00,"[""https://pbs.twimg.com/media/GYt0J1CW0AAu6jd.jpg""]",https://x.com/GFWfrog/status/1840692814465642929,,1164,380,5868,1014510,,"[""中指革命""]",223937,"学而时习之，墙国404

欢迎私信投稿，视频投稿素材请发邮件: gfwfrog@gmail.com 或Telegram私信机器人@laohu_bot 投稿 万人Telegram群：https://t.co/BbAyHfnObj

Telegram频道：https://t.co/Evu48wmwfT

#世界上最安全的国家",9047,https://pbs.twimg.com/profile_images/1866669545345150976/Lrzp5POA_normal.jpg,1457,false,47,137,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"
